State,State FIPS Code,District ID,Year,District Name,District Population,Student Population,Student Poverty Population
AR,5,6630,2016,Glen Rose School District,5429,976,206
AR,5,29,2016,Gosnell School District,5387,1175,239
AR,5,6840,2016,Gravette School District,17178,2361,240
AR,5,6870,2016,Green Forest School District,7440,1463,326
AR,5,6900,2016,Greenbrier School District,16262,3426,396
AR,5,13080,2016,Greene County Technical School District,19719,3701,605
AR,5,6930,2016,Greenland Public Schools,7104,1353,312
AR,5,6990,2016,Greenwood School District,20159,3911,457
AR,5,7110,2016,Gurdon School District,4365,755,200
AR,5,7140,2016,Guy-Perkins Schools,2720,531,118
AR,5,7170,2016,Hackett Public Schools,6187,1114,274
AR,5,42,2016,Hamburg School District,8923,1604,465
AR,5,7230,2016,Hampton School District,3892,528,115
AR,5,7290,2016,Harmony Grove School District,4886,901,248
AR,5,7320,2016,Harmony Grove School District,6257,1156,136
AR,5,7350,2016,Harrisburg School District,7039,1269,295
AR,5,7380,2016,Harrison School District,21314,3327,663
AR,5,7530,2016,Hazen School District,4713,709,196
AR,5,7560,2016,Heber Springs School District,11660,1689,431
AR,5,7620,2016,Hector School District,3737,668,145
AR,5,7680,2016,Helena-West Helena School District,12498,2462,1316
AR,5,7710,2016,Hermitage School District,2695,499,159
AR,5,7770,2016,Highland School District,12366,1696,557
AR,5,71,2016,Hillcrest School District,3703,663,154
AR,5,7840,2016,Hope School District,15404,2957,899
AR,5,7860,2016,Horatio School District,3964,817,212
AR,5,7890,2016,Hot Springs School District,30716,4000,1472
AR,5,7990,2016,Hoxie School District,3762,649,207
AR,5,8130,2016,Huntsville School District,14901,2590,630
AR,5,21,2016,Izard Cty Consolidated Schools,4738,574,240
AR,5,13230,2016,Jackson County School District,4413,728,140
AR,5,8240,2016,Jasper School District,5764,915,277
AR,5,7920,2016,Jessieville School District,7176,780,184
AR,5,8280,2016,Jonesboro Public Schools,39201,6563,1867
AR,5,8340,2016,Junction City School District,2996,524,81
AR,5,8490,2016,Kirby School District,2792,502,133
AR,5,65,2016,Lafayette County School District,5176,782,297
AR,5,8610,2016,Lake Hamilton School District,24999,4456,903
AR,5,8640,2016,Lakeside School District,8239,1483,581
AR,5,8670,2016,Lakeside School District,18219,3011,479
AR,5,8700,2016,Lamar School District,7032,1121,300
AR,5,8730,2016,Lavaca Public Schools,5092,920,141
AR,5,82,2016,Lawrence County School District,7975,1197,257
AR,5,3420,2016,Lead Hill School District,2839,405,145
AR,5,9360,2016,Lee County School District,9310,1293,561
AR,5,8940,2016,Lincoln School District,7929,1607,351
AR,5,9000,2016,Little Rock School District,184073,30420,7438
AR,5,9060,2016,Lonoke School District,10523,1794,352
AR,5,9150,2016,Magazine Schools,2618,479,132
AR,5,9190,2016,Magnet Cove School District,3178,567,63
AR,5,44,2016,Magnolia School District,20490,2972,931
AR,5,9240,2016,Malvern Special School District,18547,2737,618
AR,5,9270,2016,Mammoth Spring Schools,3071,479,154
AR,5,46,2016,Manila School District,4789,857,209
AR,5,9330,2016,Mansfield School District,5823,1081,163
AR,5,9390,2016,Marion School District,20751,4128,959
AR,5,9420,2016,Marked Tree School District,3686,612,200
AR,5,16,2016,Marmaduke School District,4073,780,150
AR,5,9510,2016,Marvell School District,3766,635,295
AR,5,9540,2016,Mayflower School District,6629,1031,154
AR,5,9570,2016,Maynard School District,3313,610,166
AR,5,9600,2016,McCrory School District,3218,538,169
AR,5,9630,2016,McGehee School District,6255,1135,438
AR,5,9720,2016,Melbourne School District,5237,847,172
AR,5,9750,2016,Mena Public Schools,13024,2138,584
AR,5,20,2016,Midland School District,4113,733,142
AR,5,9780,2016,Mineral Springs School District,3801,647,133
AR,5,9840,2016,Monticello School District,11357,1875,473
AR,5,9990,2016,Mount Ida School District,3966,487,156
AR,5,10080,2016,Mount Vernon-Enola School District,3196,586,85
AR,5,43,2016,Mountain Home School District,32730,4213,789
AR,5,10170,2016,Mountain Pine School District,4187,665,251
AR,5,10200,2016,Mountain View School District,12329,1853,600
AR,5,10260,2016,Mountainburg Schools,4759,791,158
AR,5,10290,2016,Mulberry School District,4224,658,174
AR,5,10380,2016,Nashville School District,9214,1749,493
AR,5,10410,2016,Nemo Vista School District,2403,450,104
AR,5,10440,2016,Nettleton School District,25806,4106,780
AR,5,30,2016,Nevada School District,2746,448,102
AR,5,23,2016,Newport School District,11200,1516,550
AR,5,10560,2016,Norfork Schools,3761,528,122
AR,5,10680,2016,North Little Rock School District,58139,9821,3333
AR,5,10920,2016,Omaha School District,2818,452,102
AR,5,10950,2016,Osceola School District,7153,1414,631
AR,5,73,2016,Ouachita River School District,4181,692,189
AR,5,10980,2016,Ouachita School District,2019,339,40
AR,5,76,2016,Ozark Mountain School District,4945,770,205
AR,5,11010,2016,Ozark School District,10674,1843,443
AR,5,51,2016,Palestine-Wheatley School District,2164,359,90
AR,5,11070,2016,Pangburn School District,3496,573,106
AR,5,17,2016,Paragould School District,21331,3699,809
AR,5,11130,2016,Paris School District,7097,1045,248
AR,5,11220,2016,Parkers Chapel School District,2706,552,90
AR,5,3030,2016,Pea Ridge School District,9318,2084,180
AR,5,11340,2016,Perryville School District,5089,823,191
AR,5,11370,2016,Piggott School District,5413,829,180
AR,5,26,2016,Pine Bluff School District,29028,5031,1529
AR,5,11610,2016,Pocahontas School District,10976,1781,419
AR,5,11700,2016,Pottsville Public Schools,5929,1188,152
AR,5,11730,2016,Poyen School District,1201,207,42
AR,5,11760,2016,Prairie Grove School District,10221,2133,213
AR,5,11820,2016,Prescott School District,4962,842,260
AR,5,11850,2016,Pulaski County Special School District,156545,26694,4760
AR,5,11880,2016,Quitman School District,4946,804,139
AR,5,4370,2016,Rector School District,3736,581,138
AR,5,45,2016,Rivercrest School District,5975,1070,343
AR,5,12,2016,Riverside School District,4680,905,161
AR,5,8400,2016,Riverview School District,8112,1362,474
AR,5,11970,2016,Rogers Public Schools,94819,18462,2368
AR,5,12000,2016,Rose Bud School District,4674,864,148
AR,5,12060,2016,Russellville Schools,38874,6056,1347
AR,5,12090,2016,Salem School District,4637,710,206
AR,5,12180,2016,Scranton School District,2302,444,128
AR,5,9480,2016,Searcy County School District,6557,969,350
AR,5,12210,2016,Searcy School District,33404,5165,924
AR,5,15,2016,Sheridan School District,27120,4880,674
AR,5,12420,2016,Shirley School District,4330,525,150
AR,5,12450,2016,Siloam Springs Schools,25350,4928,845
AR,5,12480,2016,Sloan-Hendrix School District,4105,692,203
AR,5,12510,2016,Smackover-Norphlet School District,6522,1115,263
AR,5,12520,2016,South Conway County School District,15533,2616,660
AR,5,10320,2016,South Pike County School District,4960,770,179
AR,5,12570,2016,South Side-Bee Branch School District,3301,578,119
AR,5,12540,2016,Southside School District,5444,1013,269
AR,5,12630,2016,Spring Hill School District,1445,314,61
AR,5,12660,2016,Springdale School District,102289,21771,4307
AR,5,28,2016,Star City School District,8921,1573,397
AR,5,12930,2016,Strong School District,3173,496,125
AR,5,12960,2016,Stuttgart School District,10228,1718,442
AR,5,13110,2016,Texarkana School District,32889,5430,1736
AR,5,47,2016,Trumann Schools,9571,1661,531
AR,5,79,2016,Two Rivers School District,6958,1177,245
AR,5,13350,2016,Valley Springs School District,4289,761,171
AR,5,13380,2016,Valley View School District,10944,2530,223
AR,5,13410,2016,Van Buren School District,33425,6153,1301
AR,5,13530,2016,Vilonia School District,16005,3446,380
AR,5,13560,2016,Viola School District,3188,507,152
AR,5,13680,2016,Waldron School District,8688,1527,451
AR,5,6,2016,Warren School District,8290,1443,462
AR,5,13930,2016,Watson Chapel School District,15429,2489,719
AR,5,14010,2016,West Fork School District,6117,1154,118
AR,5,8040,2016,West Memphis School District,27647,5491,2445
AR,5,14040,2016,West Side School District,4564,524,128
AR,5,41,2016,Western Yell County School District,2695,502,98
AR,5,4020,2016,Westside Consolidated School District,9953,1959,314
AR,5,14020,2016,Westside School District,4084,783,141
AR,5,4170,2016,White County Central School District,3880,727,139
AR,5,14140,2016,White Hall School District,13285,2513,481
AR,5,14370,2016,Wonderview School District,2822,440,110
AR,5,14400,2016,Woodlawn School District,2702,480,77
AR,5,14430,2016,Wynne Public Schools,13650,2471,667
AR,5,14490,2016,Yellville-Summit School District,6131,877,266
CA,6,1620,2016,ABC Unified School District,109544,17842,2784
CA,6,1650,2016,Acalanes Union High School District,116973,6025,198
CA,6,1680,2016,Ackerman Elementary School District,2814,271,26
CA,6,1,2016,Acton-Agua Dulce Unified School District,13013,1951,171
CA,6,1710,2016,Adelanto Elementary School District,59676,7110,2527
CA,6,1770,2016,Alameda City Unified School District,80529,11338,1133
CA,6,1860,2016,Albany City Unified School District,20241,3285,223
CA,6,1890,2016,Alexander Valley Union School District,913,53,6
CA,6,153,2016,Alhambra Unified School District,174842,17296,3911
CA,6,1950,2016,Alisal Union Elementary School District,60063,8075,1915
CA,6,1980,2016,Allensworth Elementary School District,496,96,36
CA,6,2010,2016,Alpaugh Unified School District,1398,371,128
CA,6,2070,2016,Alpine County Unified School District,1071,161,43
CA,6,2100,2016,Alpine Union Elementary School District,19582,2166,171
CA,6,2160,2016,Alta Loma Elementary School District,57161,6145,676
CA,6,2220,2016,Alta Vista Elementary School District,3187,526,244
CA,6,2250,2016,Alta-Dutch Flat Union Elementary School District,1950,146,40
CA,6,2310,2016,Alum Rock Union Elementary School District,118675,15656,3094
CA,6,2360,2016,Alview-Dairyland Union Elementary School District,1833,265,79
CA,6,2370,2016,Alvina Elementary School District,681,155,41
CA,6,2430,2016,Alvord Unified School District,114396,22804,4532
CA,6,2450,2016,Amador County Unified School District,37383,4273,671
CA,6,2610,2016,Anaheim Elementary School District,207135,20663,4314
CA,6,2630,2016,Anaheim Union High School District,407353,35571,6192
CA,6,2700,2016,Anderson Union High School District,38887,2242,434
CA,6,2730,2016,Anderson Valley Unified School District,2954,524,139
CA,6,2760,2016,Antelope Elementary School District,5690,560,152
CA,6,2820,2016,Antelope Valley Union Joint High School District,385648,27651,6355
CA,6,2850,2016,Antioch Unified School District,115834,22714,3352
CA,6,17,2016,Apple Valley Unified School District,81697,15466,4059
CA,6,2970,2016,Arcadia Unified School District,59649,9350,1082
CA,6,3000,2016,Arcata Elementary School District,14763,823,299
CA,6,3060,2016,Arcohe Union Elementary School District,4927,548,67
CA,6,3090,2016,Arena Union Elementary School District,3244,285,78
CA,6,3180,2016,Armona Union Elementary School District,6533,1115,203
CA,6,91136,2016,Aromas-San Juan Unified School District,4790,707,119
CA,6,3270,2016,Arvin Union School District,20828,3775,1353
CA,6,3300,2016,Atascadero Unified School District,37566,5472,408
CA,6,3420,2016,Atwater Elementary School District,35507,5032,1209
CA,6,3480,2016,Auburn Union Elementary School District,35991,3223,394
CA,6,3600,2016,Azusa Unified School District,69005,12189,2618
CA,6,3610,2016,Baker Valley Unified School District,1023,221,51
CA,6,3630,2016,Bakersfield City School District,195979,29891,12770
CA,6,3690,2016,Baldwin Park Unified School District,77109,15265,3779
CA,6,3720,2016,Ballard Elementary School District,1510,149,18
CA,6,3750,2016,Ballico-Cressey Elementary School District,2186,316,85
CA,6,3780,2016,Bangor Union Elementary School District,1290,140,30
CA,6,3840,2016,Banning Unified School District,36520,5772,1752
CA,6,3870,2016,Banta Elementary School District,5574,231,40
CA,6,4020,2016,Barstow Unified School District,35319,6659,2642
CA,6,4080,2016,Bass Lake Joint Union Elementary School District,12378,1064,179
CA,6,4110,2016,Bassett Unified School District,27972,5290,1167
CA,6,4200,2016,Bayshore Elementary School District,6105,711,74
CA,6,4230,2016,Bear Valley Unified School District,19480,2877,573
CA,6,4260,2016,Beardsley Elementary School District,17990,1966,703
CA,6,4290,2016,Beaumont Unified School District,52074,9016,1301
CA,6,4350,2016,Bella Vista Elementary School District,3833,356,56
CA,6,4500,2016,Belleview Elementary School District,1711,130,25
CA,6,4380,2016,Bellevue Union School District,25505,2635,424
CA,6,4440,2016,Bellflower Unified School District,83965,15113,2847
CA,6,4530,2016,Belmont-Redwood Shores Elementary School District,43444,4430,140
CA,6,4560,2016,Belridge Elementary School District,125,24,8
CA,6,4620,2016,Benicia Unified School District,28900,4894,267
CA,6,4650,2016,Bennett Valley Union Elementary School District,9890,721,55
CA,6,4740,2016,Berkeley Unified School District,122657,9911,906
CA,6,4800,2016,Berryessa Union Elementary School District,85587,9414,926
CA,6,4830,2016,Beverly Hills Unified School District,35249,4946,602
CA,6,4860,2016,Big Creek Elementary School District,468,87,19
CA,6,4890,2016,Big Lagoon Union Elementary School District,462,34,6
CA,6,91137,2016,Big Oak Flat-Groveland Unified School District,5185,565,80
CA,6,4950,2016,Big Pine Unified School District,1820,230,55
CA,6,4980,2016,Big Springs Union Elementary School District,1752,176,48
CA,6,5010,2016,Big Valley Joint Unified School District,1612,242,35
CA,6,5040,2016,Biggs Unified School District,3598,701,253
CA,6,1409,2016,Bishop Unified School District,12697,1860,293
CA,6,5190,2016,Bitterwater-Tully Union Elementary School District,132,10,2
CA,6,5220,2016,Black Butte Union Elementary School District,4425,294,83
CA,6,5240,2016,Black Oak Mine Unified School District,13916,1891,142
CA,6,5250,2016,Blake Elementary School District,178,11,2
CA,6,5280,2016,Blochman Union Elementary School District,765,75,11
CA,6,5400,2016,Blue Lake Union Elementary School District,2511,232,20
CA,6,5490,2016,Bogus Elementary School District,358,20,8
CA,6,5520,2016,Bolinas-Stinson Union Elementary School District,2415,167,23
CA,6,5610,2016,Bonita Unified School District,63229,9609,934
CA,6,5640,2016,Bonny Doon Union Elementary School District,3069,184,13
CA,6,1426,2016,Bonsall Unified School District,18347,2831,378
CA,6,5700,2016,Borrego Springs Unified School District,4147,506,82
CA,6,5730,2016,Bradley Union Elementary School District,462,40,7
CA,6,5790,2016,Brawley Elementary School District,26598,3899,1500
CA,6,5820,2016,Brawley Union High School District,29638,2031,533
CA,6,5880,2016,Brea-Olinda Unified School District,36778,5940,414
CA,6,5910,2016,Brentwood Union Elementary School District,59045,9023,587
CA,6,5940,2016,Bret Harte Union High School District,19439,791,120
CA,6,6000,2016,Bridgeville Elementary School District,564,48,14
CA,6,6030,2016,Briggs Elementary School District,2796,348,57
CA,6,6060,2016,Brisbane Elementary School District,8876,749,36
CA,6,6090,2016,Brittan Elementary School District,3639,442,73
CA,6,6100,2016,Browns Elementary School District,975,113,14
CA,6,6270,2016,Buckeye Union Elementary School District,36960,4757,253
CA,6,6330,2016,Buellton Union Elementary School District,5930,697,44
CA,6,6360,2016,Buena Park Elementary School District,50423,5941,1095
CA,6,6420,2016,Buena Vista Elementary School District,449,71,21
CA,6,6450,2016,Burbank Unified School District,106732,14214,1701
CA,6,6480,2016,Burlingame Elementary School District,31833,3379,183
CA,6,6510,2016,Burnt Ranch Elementary School District,745,48,11
CA,6,6540,2016,Burrel Union Elementary School District,550,132,38
CA,6,6570,2016,Burton Elementary School District,17688,2947,737
CA,6,6580,2016,Butte Valley Unified School District,1977,347,84
CA,6,6690,2016,Butteville Union Elementary School District,1695,177,27
CA,6,6720,2016,Buttonwillow Union Elementary School District,2249,402,143
CA,6,6750,2016,Byron Union Elementary School District,16182,2137,173
CA,6,6780,2016,Cabrillo Unified School District,27073,4319,198
CA,6,6810,2016,Cajon Valley Union Elementary School District,172516,18902,4930
CA,6,6870,2016,Calaveras Unified School District,25732,3605,639
CA,6,6900,2016,Calexico Unified School District,40469,8848,3665
CA,6,6960,2016,Caliente Union Elementary School District,964,92,29
CA,6,6990,2016,Calipatria Unified School District,10776,1230,503
CA,6,7020,2016,Calistoga Joint Unified School District,7370,1020,94
CA,6,7140,2016,Cambrian Elementary School District,32532,3502,194
CA,6,7170,2016,Camino Union Elementary School District,4418,424,51
CA,6,7200,2016,Campbell Union Elementary School District,101668,9868,1083
CA,6,7230,2016,Campbell Union High School District,237306,10546,877
