State,State FIPS Code,District ID,Year,District Name,District Population,Student Population,Student Poverty Population
ID,16,300,2016,Blaine County School District 61,21791,3826,397
ID,16,330,2016,Bliss Joint School District 234,737,142,29
ID,16,360,2016,Boise City Independent School District 1,209376,30894,3738
ID,16,930,2016,Bonneville Joint School District 93,49299,12299,1455
ID,16,420,2016,Boundary County School District 101,11681,1986,443
ID,16,450,2016,Bruneau-Grand View Joint School District 365,2497,470,93
ID,16,480,2016,Buhl Joint School District 412,9366,1852,336
ID,16,490,2016,Butte County Joint School District 111,2445,481,99
ID,16,510,2016,Caldwell School District 132,38682,7805,1688
ID,16,540,2016,Camas County School District 121,1072,198,22
ID,16,570,2016,Cambridge Joint School District 432,1141,140,37
ID,16,630,2016,Cascade School District 422,2565,311,59
ID,16,660,2016,Cassia County Joint School District 151,23003,5500,886
ID,16,690,2016,Castleford School District 417,1528,324,70
ID,16,720,2016,Challis Joint School District 181,2918,356,85
ID,16,750,2016,Clark County School District 161,860,181,29
ID,16,780,2016,Coeur d'Alene School District 271,80475,12718,1971
ID,16,810,2016,Cottonwood Joint School District 242,2657,438,84
ID,16,840,2016,Council School District 13,1986,237,51
ID,16,870,2016,Culdesac Joint School District 342,907,112,27
ID,16,900,2016,Dietrich School District 314,826,246,39
ID,16,1020,2016,Emmett Independent School District 221,17184,2985,615
ID,16,1050,2016,Filer School District 413,7398,1631,282
ID,16,1080,2016,Firth School District 59,3887,849,82
ID,16,1110,2016,Fremont County Joint School District 215,11869,2357,516
ID,16,1140,2016,Fruitland School District 373,8344,1768,241
ID,16,1170,2016,Garden Valley School District 71,1988,254,62
ID,16,1200,2016,Genesee Joint School District 282,1806,360,54
ID,16,1230,2016,Glenns Ferry Joint School District 192,2568,424,81
ID,16,1260,2016,Gooding Joint School District 231,6686,1398,294
ID,16,1290,2016,Grace Joint School District 148,2240,502,63
ID,16,1380,2016,Hagerman Joint School District 233,2412,408,64
ID,16,1410,2016,Hansen School District 415,2163,537,70
ID,16,1440,2016,Highland Joint School District 305,1490,217,39
ID,16,1470,2016,Homedale Joint School District 370,5800,1194,261
ID,16,1500,2016,Horseshoe Bend School District 73,1690,274,53
ID,16,1530,2016,Idaho Falls School District 91,60148,12468,1967
ID,16,1570,2016,Jefferson County Joint School District 251,23551,5864,678
ID,16,1590,2016,Jerome Joint School District 261,19915,4434,863
ID,16,1620,2016,Kamiah Joint School District 304,3924,639,206
ID,16,1650,2016,Kellogg Joint School District 391,8276,1214,264
ID,16,1680,2016,Kendrick Joint School District 283,1818,210,37
ID,16,1710,2016,Kimberly School District 414,6746,1674,171
ID,16,1740,2016,Kootenai Joint School District 274,1913,252,58
ID,16,1770,2016,Kuna Joint School District 3,29365,6585,1143
ID,16,2,2016,Lake Pend Oreille School District 84,30582,4518,764
ID,16,1800,2016,Lakeland Joint School District 272,29726,5596,986
ID,16,1830,2016,Lapwai School District 341,3251,556,156
ID,16,1860,2016,Lewiston Independent School District 340,35096,5358,803
ID,16,1900,2016,Mackay Joint School District 182,1387,175,32
ID,16,1920,2016,Madison School District 321,35019,5555,1018
ID,16,1950,2016,Marsh Valley Joint School District 21,6951,1499,232
ID,16,1980,2016,Marsing Joint School District 363,4390,915,167
ID,16,2030,2016,McCall-Donnelly Joint School District 421,8031,1116,150
ID,16,2060,2016,Meadows Valley School District 11,1454,206,41
ID,16,2070,2016,Melba Joint School District 136,3531,780,110
ID,16,2100,2016,Meridian Joint School District 2,208855,45060,3485
ID,16,2130,2016,Middleton School District 134,16949,3785,431
ID,16,2160,2016,Midvale School District 433,662,85,22
ID,16,2190,2016,Minidoka County Joint School District 331,21438,4435,784
ID,16,2220,2016,Moscow School District 281,29000,3335,379
ID,16,2250,2016,Mountain Home School District 193,23205,4006,792
ID,16,139,2016,Mountain View School District 244,9854,1467,258
ID,16,2280,2016,Mullan School District 392,749,97,26
ID,16,2310,2016,Murtaugh Joint School District 418,1116,276,38
ID,16,2340,2016,Nampa School District 131,93747,20384,3282
ID,16,2370,2016,New Plymouth School District 372,4684,992,185
ID,16,2400,2016,Nezperce Joint School District 302,943,188,26
ID,16,2430,2016,North Gem School District 149,813,193,15
ID,16,2460,2016,Notus School District 135,1901,418,56
ID,16,2490,2016,Oneida County School District 351,4290,955,151
ID,16,2520,2016,Orofino Joint School District 171,8750,1112,213
ID,16,2550,2016,Parma School District 137,5808,1264,164
ID,16,2580,2016,Payette Joint School District 371,10136,1879,411
ID,16,2610,2016,Pleasant Valley Elementary School District 364,97,10,2
ID,16,815,2016,Plummer-Worley Joint School District 44,3941,722,234
ID,16,2640,2016,Pocatello School District 25,77424,14719,2510
ID,16,2670,2016,Post Falls School District 273,39881,7565,1176
ID,16,2700,2016,Potlatch School District 285,3453,632,72
ID,16,2730,2016,Prairie Elementary School District 191,105,17,2
ID,16,960,2016,Preston Joint School District 201,10754,2689,280
ID,16,2760,2016,Richfield School District 316,1068,230,39
ID,16,2790,2016,Ririe Joint School District 252,2721,673,61
ID,16,2820,2016,Rockland School District 382,538,148,25
ID,16,138,2016,Salmon River School District 243,1446,158,17
ID,16,2850,2016,Salmon School District 291,6962,970,242
ID,16,2910,2016,Shelley Joint School District 60,9383,2286,270
ID,16,2940,2016,Shoshone Joint School District 312,3165,726,111
ID,16,2970,2016,Snake River School District 52,7828,1938,430
ID,16,3000,2016,Soda Springs Joint School District 150,4295,879,125
ID,16,3030,2016,South Lemhi School District 292,608,91,17
ID,16,3060,2016,St. Maries Joint School District 41,6650,1025,173
ID,16,3090,2016,Sugar-Salem Joint School District 322,5103,1458,168
ID,16,3120,2016,Swan Valley Elementary School District 92,814,92,9
ID,16,3180,2016,Teton County School District 401,10960,2138,258
ID,16,3210,2016,Three Creek Joint Elementary School District 416,74,12,3
ID,16,9,2016,Troy School District 287,2082,377,35
ID,16,3240,2016,Twin Falls School District 411,55198,10525,1782
ID,16,3270,2016,Valley School District 262,2950,681,99
ID,16,600,2016,Vallivue School District 139,42846,9525,1252
ID,16,3300,2016,Wallace School District 393,4140,548,134
ID,16,3330,2016,Weiser School District 431,8445,1563,290
ID,16,3360,2016,Wendell School District 232,5330,1189,175
ID,16,1,2016,West Bonner County School District 83,11727,1744,431
ID,16,3400,2016,West Jefferson School District 253,2422,735,72
ID,16,3420,2016,West Side Joint School District 202,2380,644,81
ID,16,10,2016,Whitepine Joint School District 288,1740,305,30
ID,16,3480,2016,Wilder School District 133,3357,697,125
IL,17,105,2016,A-C Central Community Unit School District 262,2434,402,45
IL,17,1413,2016,Abingdon-Avon Community Unit School District 276,5891,905,213
IL,17,3150,2016,Addison School District 4,37817,4365,648
IL,17,32580,2016,Adlai E. Stevenson High School District 125,61171,4198,126
IL,17,3210,2016,Akin Community Consolidated School District 91,788,106,21
IL,17,3270,2016,Albers School District 63,1404,160,10
IL,17,3300,2016,Alden-Hebron School District 19,3077,471,61
IL,17,3420,2016,Allen Township Community Consolidated School District 65,982,119,17
IL,17,3450,2016,Allendale Community Consolidated School District 17,981,165,27
IL,17,3480,2016,Alsip-Hazelgreen-Oaklawn School District 126,16976,1758,268
IL,17,3510,2016,Altamont Community Unit School District 10,4943,878,133
IL,17,3600,2016,Alton Community Unit School District 11,48525,7575,1724
IL,17,3660,2016,Alwood Community Unit School District 225,2341,361,38
IL,17,3690,2016,Amboy Community Unit School District 272,5001,832,118
IL,17,3750,2016,Anna Community Consolidated School District 37,6837,666,177
IL,17,3780,2016,Anna Jonesboro Community High School District 81,10919,521,129
IL,17,3810,2016,Annawan Community Unit School District 226,2036,343,51
IL,17,3840,2016,Antioch Community Consolidated School District 34,23847,3219,239
IL,17,3870,2016,Antioch Community High School District 117,45040,2759,145
IL,17,3900,2016,Aptakisic-Tripp Community Consolidated School District,18699,1858,103
IL,17,3930,2016,Arbor Park School District 145,13028,1430,208
IL,17,3960,2016,Arcola Consolidated Unit School District 306,4385,963,137
IL,17,3990,2016,Argenta-Oreana Community Unit School District 1,3970,694,60
IL,17,4020,2016,Argo Community High School District 217,40539,2054,445
IL,17,4140,2016,Arlington Heights School District 25,50159,5835,214
IL,17,4230,2016,Armstrong Township High School District 225,1406,90,20
IL,17,4200,2016,Armstrong-Ellis Consolidated School District 61,873,81,23
IL,17,4260,2016,Arthur Community Unit School District 305,9965,2014,228
IL,17,4340,2016,Ashley Community Consolidated School District 15,1968,188,32
IL,17,4380,2016,Ashton Community Unit School District 275,3704,634,87
IL,17,4440,2016,Astoria Community Unit School District 1,2007,327,66
IL,17,4470,2016,Athens Community Unit School District 213,5598,1051,139
IL,17,4560,2016,Atwood Heights School District 125,7616,792,133
IL,17,4620,2016,Auburn Community Unit School District 10,6960,1379,166
IL,17,4680,2016,Aurora East Unit School District 131,89473,18867,4460
IL,17,4710,2016,Aurora West Unit School District 129,75626,14407,2339
IL,17,4740,2016,Aviston School District 21,2525,320,11
IL,17,4800,2016,Avoca School District 37,6271,718,56
IL,17,4920,2016,Ball-Chatham Community Unit School District 5,26645,4720,342
IL,17,4950,2016,Bannockburn School District 106,2225,193,28
IL,17,5050,2016,Barrington Community Unit School District 220,44286,9251,784
IL,17,5160,2016,Bartelso School District 57,1079,129,10
IL,17,5190,2016,Bartonville School District 66,2073,218,52
IL,17,5220,2016,Batavia Unit School District 101,32850,7003,368
IL,17,10,2016,Beach Park Community Consolidated School District 3,20298,2522,353
IL,17,5310,2016,Beardstown Community Unit School District 15,7484,1378,285
IL,17,5460,2016,Beecher City Community Unit School District 20,2512,378,67
IL,17,5430,2016,Beecher Community Unit School District 200U,6761,1218,120
IL,17,5580,2016,Belle Valley School District 119,8180,911,203
IL,17,5610,2016,Belleville School District 118,37815,3737,886
IL,17,5640,2016,Belleville Township High School District 201,106687,5468,802
IL,17,5760,2016,Bellwood School District 88,22699,2881,733
IL,17,5790,2016,Belvidere Consolidated Unit School District 100,44684,8920,991
IL,17,5820,2016,Bement Community Unit School District 5,2389,410,47
IL,17,5880,2016,Benjamin School District 25,7021,846,36
IL,17,5910,2016,Bensenville School District 2,19767,2066,299
IL,17,5950,2016,Benton Community Consolidated School District 47,9958,967,260
IL,17,5970,2016,Benton Consolidated High School District 103,12394,617,152
IL,17,6000,2016,Berkeley School District 87,22051,2837,572
IL,17,6060,2016,Berwyn North School District 98,25327,3479,802
IL,17,6090,2016,Berwyn South School District 100,31418,3846,735
IL,17,6120,2016,Bethalto Consolidated Unit School District 8,15533,2657,386
IL,17,6180,2016,Bethel School District 82,1194,135,37
IL,17,6270,2016,Big Hollow School District 38,14391,1742,116
IL,17,6390,2016,Bismarck-Henning Consolidated Unit School District,4446,809,99
IL,17,6420,2016,Bloom Township High School District 206,64998,4313,1130
IL,17,6450,2016,Bloomingdale School District 13,13731,1188,71
IL,17,6480,2016,Bloomington School District 87,45183,6550,1141
IL,17,3,2016,Blue Ridge Community Unit School District 18,5126,792,95
IL,17,6630,2016,Bluford Community Consolidated School District 114,2551,308,51
IL,17,17730,2016,Bond County Community Unit School District 2,12867,1794,266
IL,17,6750,2016,Bourbonnais School District 53,23356,2800,464
IL,17,6840,2016,Braceville School District 75,1422,189,24
IL,17,6880,2016,Bradford Community Unit School District 1,1599,299,59
IL,17,6930,2016,Bradley School District 61,11981,1377,286
IL,17,6960,2016,Bradley-Bourbonnais Consolidated High School District 307,38984,2177,269
IL,17,7010,2016,Breese School District 12,7120,784,73
IL,17,7050,2016,Bremen Community High School District 228,93883,5744,1104
IL,17,7200,2016,Brimfield Community Unit School District 309,3905,750,35
IL,17,7320,2016,Brookfield School District 95,10905,1127,151
IL,17,23640,2016,Brooklyn Community Unit School District 188,729,137,86
IL,17,16950,2016,Brookwood School District 167,10874,1291,356
IL,17,27300,2016,Brown County Community Unit School District 1,6751,745,111
IL,17,7440,2016,Brownstown Community Unit School District 201,2238,375,82
IL,17,102,2016,Brussels Community Unit School District 42,1277,194,16
IL,17,7740,2016,Buncombe Consolidated School District 43,711,91,17
IL,17,7770,2016,Bunker Hill Community Unit School District 8,4114,678,111
IL,17,36810,2016,Burbank School District 111,30409,3447,727
IL,17,125,2016,Bureau Valley Community Unit School District 340,6474,1125,145
IL,17,7860,2016,Burnham School District 154-5,1548,208,61
IL,17,7950,2016,Bushnell-Prairie City Community Unit School District 170,4214,796,152
IL,17,7980,2016,Butler School District 53,4985,412,26
IL,17,8010,2016,Byron Community Unit School District 226,7419,1428,93
IL,17,8040,2016,Cahokia Community Unit School District 187,18868,4263,1691
IL,17,8070,2016,Cairo Community Unit School District 1,2527,466,261
IL,17,18180,2016,Calhoun Community Unit School District 40,3366,528,77
IL,17,41520,2016,Calumet City School District 155,11612,1524,388
IL,17,8130,2016,Calumet Public School District 132,10765,1294,394
IL,17,8160,2016,Cambridge Community Unit School District 227,2936,470,62
IL,17,8220,2016,Camp Point Community Unit School District 3,4990,923,151
IL,17,8280,2016,Canton Union School District 66,17343,2412,555
IL,17,8310,2016,Carbon Cliff-Barstow School District 36,1738,263,96
IL,17,8370,2016,Carbondale Community High School District 165,36695,1196,361
IL,17,8340,2016,Carbondale Elementary School District 95,26308,1458,508
IL,17,8430,2016,Carlinville Community Unit School District 1,9091,1379,251
IL,17,8460,2016,Carlyle Community Unit School District 1,10169,1299,182
IL,17,8500,2016,Carmi-White County Community Unit School District 5,9046,1419,317
IL,17,8580,2016,Carrier Mills-Stonefort Community Unit School District,2798,413,129
IL,17,8610,2016,Carrollton Community Unit School District 1,4041,675,92
IL,17,8640,2016,Carterville Community Unit School District 5,11549,1986,428
IL,17,8680,2016,Carthage Elementary School District 317,4116,417,71
IL,17,8730,2016,Cary Community Consolidated School District 26,22738,3137,293
IL,17,2,2016,Casey-Westfield Community Unit School District 4C,5931,1011,151
IL,17,8790,2016,Cass School District 63,8444,828,58
IL,17,8970,2016,Center Cass School District 66,11297,1114,52
IL,17,9100,2016,Central A & M Community Unit School District 21,4614,840,151
IL,17,9180,2016,Central City School District 133,2181,229,53
IL,17,4770,2016,Central Community High School District 71,16140,930,48
IL,17,7830,2016,Central Community Unit School District 301,18712,3704,272
IL,17,10410,2016,Central Community Unit School District 4,6156,1064,121
IL,17,9170,2016,Central School District 104,4779,507,109
IL,17,9150,2016,Central School District 51,8282,1181,45
IL,17,37860,2016,Central Stickney School District 110,2946,387,76
IL,17,9300,2016,Centralia High School District 200,21028,1084,252
IL,17,9270,2016,Centralia School District 135,13203,1348,458
IL,17,39630,2016,Century Community Unit School District 100,2516,403,109
IL,17,9330,2016,Cerro Gordo Community Unit School District 100,3139,577,79
IL,17,9400,2016,Chadwick-Milledgeville Community Unit School District 399,2863,464,41
IL,17,9420,2016,Champaign Community Unit School District 4,96672,11664,1773
IL,17,9510,2016,Chaney-Monge School District 88,7844,545,101
IL,17,9540,2016,Channahon School District 17,10376,1435,137
IL,17,9600,2016,Charleston Community Unit School District 1,27327,2973,492
IL,17,9810,2016,Chester Community Unit School District 139,10875,1171,184
IL,17,9780,2016,Chester Non-High School District 122,876,49,8
IL,17,9850,2016,Chester-East Lincoln Community Csd 61,3134,327,41
IL,17,9960,2016,Chicago Heights School District 170,24600,3457,1365
IL,17,9930,2016,Chicago Public School District 299,2699986,408677,108558
IL,17,9990,2016,Chicago Ridge School District 127-5,13334,1324,423
IL,17,217,2016,Christopher Community Unit School District 99,4922,845,216
IL,17,10200,2016,Cicero School District 99,85039,13406,3392
IL,17,10290,2016,Cissna Park Community Unit School District 6,1741,256,25
IL,17,10340,2016,Clay City Community Unit District 10,2227,314,43
IL,17,10440,2016,Clinton Community Unit School District 15,11839,1937,308
IL,17,10530,2016,Coal City Community Unit School District 1,11346,2103,152
IL,17,10570,2016,Cobden School Unit District 17,3420,565,101
IL,17,10650,2016,Collinsville Community Unit School District 10,47632,7271,1275
IL,17,10690,2016,Colona School District 190,3878,408,72
IL,17,10740,2016,Columbia Community Unit School District 4,12676,2251,97
IL,17,39030,2016,Community Consolidated School District 146,26496,2510,299
IL,17,35460,2016,Community Consolidated School District 168,10394,1674,552
IL,17,30510,2016,Community Consolidated School District 180,6332,791,225
IL,17,31560,2016,Community Consolidated School District 204,3874,176,13
IL,17,13770,2016,Community Consolidated School District 59,65479,6301,928
IL,17,10470,2016,Community Consolidated School District 93,34856,3748,369
IL,17,11370,2016,Community High School District 155,96233,6650,359
IL,17,6540,2016,Community High School District 218,121757,6471,1063
IL,17,40440,2016,Community High School District 94,42525,2431,294
IL,17,12570,2016,Community High School District 99,111045,5462,358
IL,17,27990,2016,Community Unit School District 16,5742,938,97
IL,17,15880,2016,Community Unit School District 2,6143,848,134
IL,17,42180,2016,Community Unit School District 200,79901,14131,1020
IL,17,8550,2016,Community Unit School District 300,112755,21478,2333
IL,17,25590,2016,Community Unit School District 4,4275,752,78
IL,17,8400,2016,Consolidated High School District 230,156178,9015,830
IL,17,6510,2016,Cook County School District 130,30154,3644,836
IL,17,10860,2016,Cornell Community Consolidated School District 426,1019,117,19
IL,17,10980,2016,Coulterville Unit School District 1,1522,229,40
IL,17,11010,2016,Country Club Hills School District 160,12705,1630,401
IL,17,176,2016,Cowden-Herrick Community Unit School District 3A,2550,435,90
IL,17,11100,2016,Crab Orchard Community Unit School District 3,2331,415,57
IL,17,323,2016,Crescent Iroquois Community Unit School District 249,1049,151,19
IL,17,11220,2016,Creston Community Consolidated School District 161,921,113,5
IL,17,11250,2016,Crete-Monee Community Unit School District 201-U,33766,5674,892
IL,17,11290,2016,Creve Coeur School District 76,6220,661,138
IL,17,11350,2016,Crystal Lake Community Consolidated School District 47,61904,8184,592
IL,17,39090,2016,Cumberland Community Unit School District 77,6077,947,146
IL,17,11520,2016,Cypress School District 64,1000,111,21
IL,17,11610,2016,Dakota Community Unit School District 201,4745,823,94
IL,17,11670,2016,Dallas Elementary School District 327,1985,191,46
IL,17,11700,2016,Dalzell School District 98,730,76,12
IL,17,11730,2016,Damiansville School District 62,835,110,6
IL,17,11790,2016,Danville Community Consolidated School District 118,38202,6493,2229
IL,17,21450,2016,Darien School District 61,16781,1674,178
IL,17,12150,2016,De Soto Consolidated School District 86,1983,250,65
IL,17,12000,2016,DeKalb Community Unit School District 428,52417,6448,1386
IL,17,12030,2016,DeLand-Weldon Community Unit School District 57,1408,208,31
IL,17,11850,2016,Decatur School District 61,69340,10405,3428
IL,17,11880,2016,Deer Creek-Mackinaw Community Unit School District 701,5974,1191,41
IL,17,11910,2016,Deer Park Community Consolidated School District 82,727,72,10
IL,17,11980,2016,Deerfield School District 109,20696,3061,88
IL,17,12060,2016,Delavan Community Unit School District 703,2710,491,53
IL,17,12090,2016,Depue Community Unit School District 103,1939,410,53
IL,17,12120,2016,Des Plaines Community Consolidated School District 62,51698,4825,682
IL,17,12210,2016,Diamond Lake School District 76,9237,1111,215
IL,17,12240,2016,Dieterich Community Unit School District 30,2310,414,89
IL,17,12270,2016,Dimmick Community Consolidated School District 175,1577,167,18
IL,17,41010,2016,District 50 Schools,7016,807,116
IL,17,12330,2016,Dixon Unit School District 170,22030,2891,499
IL,17,12450,2016,Dolton School District 148,21863,2923,1029
IL,17,12420,2016,Dolton School District 149,28329,3497,1075
IL,17,12480,2016,Dongola School Unit District 66,1843,304,59
IL,17,12510,2016,Donovan Community Unit School District 3,2124,380,45
IL,17,12540,2016,Downers Grove Grade School District 58,52628,5730,308
IL,17,12760,2016,Du Quoin Community Unit School District 300,8934,1453,338
IL,17,13940,2016,DuPage High School District 88,83380,4139,462
IL,17,12700,2016,Dunlap Community Unit School District 323,21209,4243,308
IL,17,12720,2016,Dupo Community Unit School District 196,6902,1090,207
IL,17,12810,2016,Durand Community Unit School District 322,3882,667,55
IL,17,12840,2016,Dwight Common School District 232,5944,537,80
IL,17,12870,2016,Dwight Township High School District 230,6217,313,36
IL,17,12930,2016,Earlville Community Unit School District 9,2631,450,84
IL,17,12960,2016,East Alton School District 13,7868,747,214
IL,17,12990,2016,East Alton-Wood River Community High School District 14,13848,663,126
IL,17,1411,2016,East Coloma-Nelson Consolidated Elementary School District 20,2835,281,44
IL,17,13050,2016,East Dubuque Community Unit School District 119,4355,775,52
IL,17,13140,2016,East Maine School District 63,46893,3848,672
IL,17,13170,2016,East Moline School District 37,26280,2758,854
IL,17,13230,2016,East Peoria Community High School District 309,26190,1289,146
IL,17,13240,2016,East Peoria School District 86,18541,1946,265
IL,17,13260,2016,East Prairie School District 73,4624,472,66
IL,17,13290,2016,East Richland Community Unit School District 1,15998,2581,489
IL,17,13320,2016,East St. Louis School District 189,37481,7107,3194
IL,17,7,2016,Eastland Community Unit School District 308,4036,604,84
IL,17,13370,2016,Edgar County Community Unit District 6,2211,325,51
IL,17,13410,2016,Edinburg Community Unit School District 4,1888,296,31
IL,17,13500,2016,Edwards County Community Unit School District 1,5808,977,125
IL,17,13530,2016,Edwardsville Community Unit School District 7,50745,8153,513
IL,17,13560,2016,Effingham Community Unit School District 40,20372,3295,456
IL,17,13590,2016,Egyptian Community Unit School District 5,3054,438,183
IL,17,326,2016,El Paso-Gridley Community Unit School District 11,7100,1292,124
IL,17,13660,2016,Eldorado Community Unit School District 4,7049,1036,334
IL,17,36300,2016,Elementary School District 159,19827,2187,423
IL,17,13970,2016,Elmhurst School District 205,47441,9042,399
IL,17,14050,2016,Elmwood Community Unit School District 322,3933,772,60
IL,17,14100,2016,Elmwood Park Community Unit School District 401,24923,3537,478
IL,17,13860,2016,Elverado Community Unit School District 196,3038,526,118
IL,17,14160,2016,Elwood Community Consolidated School District 203,3832,443,42
IL,17,14250,2016,Emmons School District 33,3323,337,13
IL,17,14350,2016,Erie Community Unit School District 1,3609,629,51
IL,17,14410,2016,Eswood Community Consolidated District 269,862,118,22
IL,17,14430,2016,Eureka Community Unit District 140,9799,1745,111
IL,17,14460,2016,Evanston Community Consolidated School District 65,82503,7679,861
IL,17,14490,2016,Evanston Township High School District 202,82503,3253,298
IL,17,14580,2016,Evergreen Park Community High School District 231,19880,1287,87
IL,17,14550,2016,Evergreen Park Elementary School District 124,19880,2329,221
IL,17,14640,2016,Ewing Northern Community Consolidated District 115,1734,224,43
IL,17,26180,2016,Fairfield Community High School District 225,9773,450,70
IL,17,14710,2016,Fairfield Public School District 112,5985,563,153
IL,17,14760,2016,Fairmont School District 89,3748,322,88
IL,17,44,2016,Farmington Central Community Unit School District 265,8006,1337,153
IL,17,14940,2016,Farrington Community Consolidated School District 99,604,61,9
IL,17,15030,2016,Fenton Community High School District 100,30403,1569,183
IL,17,15090,2016,Field Community Consolidated School District 3,2415,252,31
IL,17,15100,2016,Fieldcrest Community Unit School District 6,6493,1114,146
IL,17,15180,2016,Fisher Community Unit School District 1,3364,613,62
IL,17,1390,2016,Flanagan-Cornell District 74,2628,320,43
IL,17,15400,2016,Flora Community Unit School District 35,7903,1350,281
IL,17,15420,2016,Flossmoor School District 161,21428,2572,314
IL,17,10950,2016,Ford Heights School District 169,2827,480,198
IL,17,15450,2016,Forest Park School District 91,13988,1005,149
IL,17,15480,2016,Forest Ridge School District 142,16201,1701,193
IL,17,15490,2016,Forrestville Valley Community Unit School District 221,4930,821,106
IL,17,15630,2016,Fox Lake Grade School District 114,8919,751,119
IL,17,15660,2016,Fox River Grove Consolidated School District 3,4284,511,40
IL,17,15700,2016,Frankfort Community Consolidated School District 157C,17543,2406,86
IL,17,41580,2016,Frankfort Community Unit School District 168,11739,1934,503
IL,17,15750,2016,Franklin Community Unit School District 1,1909,288,55
IL,17,15780,2016,Franklin Park School District 84,11294,1230,195
IL,17,15820,2016,Freeburg Community Consolidated School District 70,7130,762,70
IL,17,15840,2016,Freeburg Community High School District 77,12539,663,39
IL,17,15900,2016,Freeport School District 145,29336,4524,1211
IL,17,15930,2016,Fremont School District 79,19209,2445,96
IL,17,11400,2016,Fulton County Community Unit School District 3,3304,521,95
IL,17,16020,2016,Galatia Community Unit School District 1,2326,364,62
IL,17,16050,2016,Galena Unit School District 120,5812,818,89
IL,17,16080,2016,Galesburg Community Unit School District 205,33627,4465,1145
IL,17,45,2016,Gallatin Community Unit School District 7,4920,726,200
IL,17,16140,2016,Galva Community Unit School District 224,3480,554,120
IL,17,16230,2016,Gardner Community Consolidated School District 72C,1837,224,15
IL,17,16260,2016,Gardner-South Wilmington Township High School District,4157,229,15
IL,17,16290,2016,Gavin School District 37,8234,890,110
IL,17,16320,2016,Geff Community Consolidated School District 14,826,95,15
IL,17,30900,2016,General George Patton School District 133,2345,457,116
IL,17,16350,2016,Geneseo Community Unit School District 228,15733,2687,202
IL,17,16380,2016,Geneva Community Unit School District 304,29786,6528,327
IL,17,16410,2016,Genoa-Kingston Community Unit School District 424,9166,2037,186
IL,17,92,2016,Georgetown-Ridge Farm Consolidated Unit School District 4,6301,1207,270
IL,17,16560,2016,Germantown Hills School District 69,6688,969,50
IL,17,16530,2016,Germantown School District 60,1921,233,12
IL,17,16590,2016,Giant City Community Consolidated School District 130,2404,294,62
IL,17,41,2016,Gibson City-Melvin-Sibley Community Unit School District 5,5877,1036,188
IL,17,16650,2016,Gifford Community Consolidated School District 188,1911,211,19
IL,17,16680,2016,Gillespie Community Unit School District 7,7835,1291,310
IL,17,40500,2016,Glen Ellyn Community Consolidated School District 89,22706,2150,149
IL,17,16800,2016,Glen Ellyn School District 41,29225,4087,263
IL,17,16830,2016,Glenbard Township High School District 87,166290,9143,740
IL,17,16860,2016,Glencoe School District 35,8547,1456,75
IL,17,16920,2016,Glenview Community Consolidated School District 34,40162,5287,380
IL,17,26820,2016,Golf Elementary School District 67,6749,561,51
IL,17,14,2016,Goreville Community Unit School District 1,3840,590,63
IL,17,17160,2016,Gower School District 62,9758,919,75
IL,17,17190,2016,Grand Prairie Community Consolidated School District 6,880,91,24
IL,17,17220,2016,Grand Ridge Community Consolidated School District 95,2443,323,42
IL,17,17280,2016,Granite City Community Unit School District 9,43367,6956,1500
IL,17,17310,2016,Grant Community Consolidated School District 110,7756,783,142
IL,17,17340,2016,Grant Community High School District 124,37022,1786,142
IL,17,17370,2016,Grant Park Community Unit School District 6,3191,590,44
IL,17,17490,2016,Grass Lake School District 36,2630,203,35
IL,17,17550,2016,Grayslake Community High School District 127,44484,2787,129
IL,17,17520,2016,Grayslake Consolidated Community School District 46,30039,4344,265
IL,17,17580,2016,Grayville Community Unit School District 1,2023,305,68
IL,17,17670,2016,Greenfield Community Unit School District 10,2605,443,66
IL,17,17700,2016,Greenview Community Unit School District 200,1494,229,34
IL,17,17790,2016,Griggsville-Perry Community Unit School District 4,2384,417,50
IL,17,17800,2016,Gurnee School District 56,18202,2126,241
IL,17,18030,2016,Hall High School District 502,9085,443,65
IL,17,18060,2016,Hamilton Community Consolidated School District 328,3912,637,130
IL,17,10790,2016,Hamilton County Community Unit School District 10,7607,1319,249
IL,17,18090,2016,Hampton School District 29,2102,250,42
IL,17,18200,2016,Hardin County Community Unit School District 1,4031,582,170
IL,17,18240,2016,Harlem Unit School District 122,42864,7293,1061
IL,17,14220,2016,Harmony Emge School District 175,10554,959,157
IL,17,18270,2016,Harrisburg Community Unit School District 3,12485,2033,575
IL,17,18360,2016,Harrison School District 36,4055,437,64
IL,17,18390,2016,Hartsburg-Emden Community Unit School District 21,1250,221,28
IL,17,18420,2016,Harvard Community Unit School District 50,13406,2373,444
IL,17,18450,2016,Harvey School District 152,16081,2438,1019
IL,17,18510,2016,Havana Community Unit School District 126,6103,937,203
IL,17,18570,2016,Hawthorn Community Consolidated School District 73,29574,3521,269
IL,17,18600,2016,Hazel Crest School District 152-5,7990,1166,416
IL,17,115,2016,Henry-Senachwine Consolidated Unit School District 5,3771,555,102
IL,17,106,2016,Heritage Community Unit School District 8,3178,590,73
IL,17,18810,2016,Herrin Community Unit School District 4,16791,2797,525
IL,17,18840,2016,Herscher Community Unit School District 2,10560,1892,160
IL,17,18870,2016,Heyworth Community Unit School District 4,4956,987,99
